HALTESTELLEN_NAME,BPUIC,lat,lon,PRODUKT_ID,avg_trip_day,avg_p_late
"Zürich, Hügelstrasse",8591204,47.35854000000036,8.526998000000022,Bus,55.90163934426229,0.29608826358826373
"Zürich, Hürlimannplatz",8591205,47.36506599999999,8.526535999999961,Bus,65.22727272727273,0.393536175498201
"Zürich, Hürstholz",8591206,47.41688499999921,8.522863000000104,Bus,165.88524590163934,0.3762657048978058
"Zürich, Im Ebnet",8591207,47.431239999999654,8.543861000000094,Bus,78.63934426229508,0.5115660573993907
"Zürich, Im Gut",8591208,47.37361100000103,8.503364999999942,Bus,414.73770491803276,0.28872822925444774
"Zürich, Im Hagacker",8591209,47.359269000000396,8.507711999999989,Bus,508.08196721311475,0.24773783450647455
"Zürich, Im Hüsli",8591210,47.32823400000042,8.512699999999988,Bus,232.5737704918033,0.5084030032753262
"Zürich, Im Walder",8591212,47.34811700000084,8.574366000000007,Bus,65.75409836065573,0.45456845238095184
"Zürich, Im Wingert",8591213,47.40142699999901,8.50883600000016,Bus,266.1475409836066,0.29145704104953707
"Zürich, In der Ey",8591214,47.36923899999969,8.491626000000185,Bus,559.4590163934427,0.22672557927535955
"Zürich, Juchhof",8591215,47.398435999999904,8.47487499999994,Bus,52.38461538461539,0.39191374663072776
"Zürich, Jugendherberge",8591216,47.348003999999705,8.52821299999997,Bus,55.85245901639344,0.24555296102498894
"Zürich, Kalchbühlweg",8591217,47.341814999999805,8.531050999999943,Bus,159.1639344262295,0.42272935090148883
"Zürich, Kanonengasse",8591219,47.37846900000112,8.530305000000183,Bus,295.0655737704918,0.26428167199512936
"Zürich, Kantonsschule",8591220,47.372716999998886,8.550526000000183,Tram,532.2622950819672,0.23124187328429757
"Zürich, Kapfstrasse",8591221,47.361154999999094,8.571201999999856,Bus,273.9836065573771,0.3787921636418649
"Zürich, Kappeli",8591222,47.38535500000187,8.49492500000015,"Bus, Tram",1115.4918032786886,0.23967138769269783
"Zürich, Kappenbühlweg",8591223,47.402964000000615,8.498241999999866,Bus,55.131147540983605,0.27046750285062715
"Zürich, Kempfhofsteig",8591226,47.39730499999908,8.510024999999764,Bus,297.78688524590166,0.3606405733594367
"Zürich, Kernstrasse",8591227,47.374504999999786,8.524265000000012,Bus,288.5409836065574,0.27933370939065205
"Zürich, Kienastenwies",8591228,47.355153999999075,8.601162999999937,Bus,135.14754098360655,0.3471963991527417
"Zürich, Kinkelstrasse",8591229,47.38888600000054,8.546334000000027,Tram,546.5409836065573,0.2580334348504897
"Zürich, Kirche Fluntern",8591230,47.37659899999879,8.560235000000477,"Bus, Tram",1469.639344262295,0.23510889410720004
"Zürich, Klosbach",8591231,47.370029999998735,8.564148000000023,Bus,272.2295081967213,0.2929277086331896
"Zürich, Klusplatz",8591233,47.364035000002104,8.56649699999982,"Bus, Tram",1881.5409836065573,0.28570776321520325
"Zürich, Krematorium Nordheim",8591235,47.40559200000059,8.528025999999958,Bus,125.91803278688525,0.37025408726439657
"Zürich, Krematorium Sihlfeld",8591236,47.37780600000093,8.50787199999974,"Bus, Tram",1232.360655737705,0.26241210732317344
"Zürich, Kreuzplatz",8530813,47.364874999999365,8.554083000000134,"Bus, Tram",1678.0655737704917,0.25253784962527953
"Zürich, Kreuzstrasse",8576196,47.363389999998944,8.549471000000176,"Bus, Tram",1003.0655737704918,0.24564286761703688
"Zürich, Kronenstrasse",8591237,47.38795599999908,8.5391220000001,Tram,551.5245901639345,0.21959452164169402
"Zürich, Kunsthaus",8591239,47.37043700000185,8.549140999999766,"Bus, Tram",2651.8688524590166,0.233898184663992
"Zürich, Käshaldenstrasse",8591224,47.430017999999244,8.540906000000135,Bus,272.5245901639344,0.3187609977829943
"Zürich, Köschenrüti",8591234,47.42938100000123,8.536942999999864,Bus,272.5245901639344,0.30093696769269174
"Zürich, Landiwiese",8591241,47.35098699999963,8.534230000000006,Bus,178.9344262295082,0.33749704859953733
"Zürich, Langgrütstrasse",8591243,47.37374000000104,8.501064000000039,Bus,194.9016393442623,0.29784649315538936
"Zürich, Langmauerstrasse",8591244,47.393541999999464,8.544787999999892,Tram,546.5573770491803,0.26526936388832467
"Zürich, Laubegg",8591245,47.35873199999746,8.517087000000151,"Bus, Tram",1274.639344262295,0.2450594548504489
"Zürich, Laubiweg",8591246,47.39499000000057,8.536340000000022,Tram,539.0327868852459,0.2291164507641993
"Zürich, Lehenstrasse",8591247,47.39623099999922,8.520151000000048,Bus,302.88524590163934,0.3318416293711511
"Zürich, Leimgrübelstrasse",8591248,47.42869999999879,8.544246000000022,Bus,272.5245901639344,0.3367893469587659
"Zürich, Lerchenhalde",8591249,47.411635999999035,8.509876000000068,Bus,350.44262295081967,0.2626279764136721
"Zürich, Lerchenrain",8591250,47.41429300000104,8.509492000000034,Bus,62.32786885245902,0.2809270025839793
"Zürich, Lettenstrasse",8591251,47.39057100000148,8.532739000000175,Bus,299.4590163934426,0.352951501211359
"Zürich, Letzigrund",8591252,47.381236000000705,8.50372900000002,Tram,279.9836065573771,0.2752383493417244
"Zürich, Letzipark",8591253,47.387772000000375,8.49921100000015,Bus,285.8360655737705,0.3064866341545703
"Zürich, Letzipark West",8591254,47.386365999999235,8.496467999999961,Bus,279.6885245901639,0.28000289467625084
"Zürich, Letzistrasse",8591255,47.390683999999624,8.545496999999832,Tram,546.6065573770492,0.2595934608285199
"Zürich, Leutschenbach",8591256,47.41464499999888,8.55130900000024,Tram,526.0,0.22647820364394855
"Zürich, Limmatplatz",8591257,47.38460000000177,8.53162299999997,"Bus, Tram",2221.3934426229507,0.27453276367275686
"Zürich, Lindenplatz",8591258,47.38781899999899,8.486113000000085,"Bus, Tram",1659.1147540983607,0.2701818667415162
"Zürich, Lochergut",8591259,47.375347000000694,8.517912999999814,Tram,555.8852459016393,0.258728659184563
"Zürich, Loogarten",8591260,47.38942699999993,8.47232900000012,Bus,111.91803278688525,0.3307432205100598
"Zürich, Loorenstrasse",8591261,47.359862999999386,8.594526999999935,Bus,557.2459016393443,0.3397643652784878
"Zürich, Luchswiesen",8591263,47.406877000001046,8.585875000000373,"Bus, Tram",911.8852459016393,0.2545152576960053
"Zürich, Luegisland",8591264,47.40601299999982,8.581390999999854,Tram,275.5409836065574,0.24366872291072442
"Zürich, Luggwegstrasse",8591265,47.38943299999859,8.493575000000249,Bus,314.26229508196724,0.29923376731952467
"Zürich, Lägernstrasse",8591240,47.3956600000004,8.53204900000001,Bus,280.3114754098361,0.3264421359542522
"Zürich, Löwenplatz",8591262,47.37589199999739,8.537416999999637,"Bus, Tram",1710.7377049180327,0.2623107742326995
"Zürich, Maienweg",8591266,47.407848000000634,8.52638899999993,Bus,125.91803278688525,0.3978512167311789
"Zürich, Maillartstrasse",8591267,47.41620400000054,8.532099000000015,Bus,59.60655737704918,0.2823232323232323
"Zürich, Manegg",8591268,47.33696900000152,8.520351999999727,Bus,228.62295081967213,0.27729919609038195
"Zürich, Manesseplatz",8591269,47.3654450000007,8.521631999999958,Bus,143.45901639344262,0.32754034780578906
"Zürich, Marbachweg",8591270,47.33034999999861,8.515375000000141,Bus,232.5737704918033,0.4550740502861583
"Zürich, Mattenhof",8591271,47.398640999999785,8.590917000000072,Tram,278.344262295082,0.20240497691924852
"Zürich, Max-Bill-Platz",8591272,47.414047999999134,8.541331000000193,Bus,678.0327868852459,0.29070091944115767
"Zürich, Meierhofplatz",8576240,47.40200899999846,8.499374999999706,"Bus, Tram",1831.8688524590164,0.26716984734480675
"Zürich, Messe/Hallenstadion",8591273,47.41069299999876,8.550683000000166,"Bus, Tram",1367.4754098360656,0.2340531792801067
"Zürich, Micafil",8591274,47.39288500000074,8.47488700000017,Bus,281.26229508196724,0.2958017915305489
